country_name_short,country_name,party_name_short,party_name_english,party_name,party_name_ascii,family_name_short,family_name,left_right,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id,party_id,family_id
DEU,Germany,DRP,German Reich Party,Deutsche Reichspartei,Deutsche Reichspartei,right,Right-wing,8.8,5.9,8.5,2.3,41712,,,,,,,,54,187,40
DEU,Germany,DSP,German Social Party,Deutschsoziale Partei,Deutschsoziale Partei,right,Right-wing,8.8,5.9,8.5,2.3,,,,,,,,,54,2705,40
DEU,Germany,DVP,German People's Party,Deutsche Volkspartei,Deutsche Volkspartei,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,54,2693,26
DEU,Germany,DVU,German People's Union,Deutsche Volksunion,Deutsche Volksunion,right,Right-wing,9.7256,5.8616,9.6118,0.9435,,148,,,,,5979,309,54,1506,40
DEU,Germany,DZ,Centre Party,Deutsche Zentrumspartei,Deutsche Zentrumspartei,chr,Christian democracy,6.2,5.7,7.1,8.3,41522,,,,,,,,54,137,3
DEU,Germany,FDP,Free Democratic Party,Freie Demokratische Partei,Freie Demokratische Partei,lib,Liberal,5.9233,8.2173,3.0695,8.4855,41420,119,1276420,804,1504,303,5997,303,54,543,6
DEU,Germany,FVP,Free People's Party,Freie Volkspartei,Freie Volkspartei,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,54,358,6
DEU,Germany,FW,Free Voters,Freie Wähler,Freie Waehler,con,Conservative,7.4,6.4,7.0,7.9,,121,,,,,,,54,41,26
DEU,Germany,Fam,Family Party of Germany,Familien-Partei Deutschlands,Familien-Partei Deutschlands,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,54,1235,26
DEU,Germany,Fr,Peace alliance,Friedensliste,Friedensliste,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,54,1718,14
DEU,Germany,GB/BHE,All-German Bloc / League of Expellees and Deprived of Rights,Gesamtdeutscher Block / Bund der Heimatvertriebenen und Entrechteten,Gesamtdeutscher Block / Bund der Heimatvertriebenen und Entrechteten,right,Right-wing,8.8,5.9,8.5,2.3,41951,,,,,,,,54,1507,40
DEU,Germany,GDP,All-German Party,Gesamtdeutsche Partei,Gesamtdeutsche Partei,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,54,1701,26
DEU,Germany,GVP,All-German People's Party,Gesamtdeutsche Volkspartei,Gesamtdeutsche Volkspartei,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,54,238,3
DEU,Germany,Grau,The Grays -- Gray Panthers,Die Grauen – Graue Panther,Die Grauen -- Graue Panther,spec,Special issue,,,,,,,,,,,,,54,292,16
DEU,Germany,HBB,Hessian Farmers' Federation,Hessischer Bauernbund,Hessischer Bauernbund,agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,54,2706,2
DEU,Germany,KPD,Communist Party of Germany,Kommunistische Partei Deutschlands,Kommunistische Partei Deutschlands,com,Communist/Socialist,0.957,0.3618,2.6754,1.9649,41220,,,801,,308,5961,,54,649,14
DEU,Germany,KVP,Conservative Peoples' Party,Konservative Volkspartei,Konservative Volkspartei,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,54,2711,26
DEU,Germany,LBT,Rural Federation Thuringia,Landbund Thüringen,Landbund Thueringen,agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,54,2704,2
DEU,Germany,NPD,National Democratic Party,Nationaldemokratische Partei Deutschlands,Nationaldemokratische Partei Deutschlands,right,Right-wing,9.8246,4.2105,9.4219,0.7989,,,,,,,6033,,54,1537,40
DEU,Germany,NSDAP,National Socialist German Workers' Party,Nationalsozialistische Deutsche Arbeiterpartei,Nationalsozialistische Deutsche Arbeiterpartei,right,Right-wing,8.8,5.9,8.5,2.3,,,,,,,,,54,2695,40
DEU,Germany,ODP,Ecological Democratic Party,Ökologisch-Demokratische Partei,Okologisch-Demokratische Partei,eco,Green/Ecologist,2.5,2.5,1.8,6.5,,,,,,,,,54,2736,19
DEU,Germany,PARTEI,The PARTY,Die PARTEI,Die PARTEI,spec,Special issue,,,,,,,,,,,,,54,2649,16
DEU,Germany,PDS|Li,PDS | The Left,PDS | Die Linke,PDS | Die Linke,com,Communist/Socialist,1.2152,1.0617,3.205,4.3508,41221,,,,1501,307,6051,306,54,791,14
DEU,Germany,Pi,German Pirate Party,Piratenpartei Deutschland,Piratenpartei Deutschland,spec,Special issue,,,,,,,,,,,,,54,865,16
DEU,Germany,Rep,The Republicans,Die Republikaner,Die Republikaner,right,Right-wing,9.2752,6.1901,9.3871,0.941,,133,,,1507,306,6069,305,54,524,40
DEU,Germany,SLV,Saxon Peasants,Sächsisches Landvolk,Saechsisches Landvolk,agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,54,2708,2
DEU,Germany,SPD,Social Democratic Party of Germany,Sozialdemokratische Partei Deutschlands,Sozialdemokratische Partei Deutschlands,soc,Social democracy,3.6451,3.8443,3.9791,7.9318,41320,120,1276320,803,1503,302,6087,302,54,558,11
DEU,Germany,Tier,Animal Protection Party,Tierschutzpartei,Tierschutzpartei,spec,Special issue,,,,,,,,,,,,,54,301,16
DEU,Germany,USPD,Independent Social Democratic Party of Germany,Unabhängige Sozialdemokratische Partei Deutschland,Unabhaengige Sozialdemokratische Partei Deutschland,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,54,2690,14
DEU,Germany,VRP,Reich Party for Civil Rights and Deflation,Reichspartei für Volksrecht und Aufwertung,Reichspartei fuer Volksrecht und Aufwertung,spec,Special issue,,,,,,,,,,,,,54,2710,16
DEU,Germany,WASG,Labour and Social Justice -- The Electoral Alternative,Arbeit & soziale Gerechtigkeit – Die Wahlalternative,Arbeit & soziale Gerechtigkeit -- Die Wahlalternative,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,54,796,14
DEU,Germany,WAV,Economic Reconstruction League,Wirtschaftliche Aufbauvereinigung,Wirtschaftliche Aufbauvereinigung,right,Right-wing,8.8,5.9,8.5,2.3,41711,,,,,,,,54,1420,40
DEU,Germany,WP,Economic Party,Wirtschaftspartei,Wirtschaftspartei,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,54,2698,26
DEU,Germany,no-seat,no seat,no seat,no seat,none,no family,,,,,,,,,,,,,54,2034,12
DEU,Germany,none,no party affiliation,parteilos,parteilos,none,no family,,,,,,,,,,,,,54,610,12
DEU,Germany,one-seat,one seat,one seat,one seat,none,no family,,,,,,,,,,,,,54,2289,12
DNK,Denmark,A,The Alternative,Alternativet,Alternativet,eco,Green/Ecologist,2.5,2.5,1.8,6.5,,,,,,,,,21,2567,19
DNK,Denmark,At,Solidarity (Greenland),Atassut,Atassut,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,21,2575,6
DNK,Denmark,Bo,Farmers' Party ,Bondepartiet,Bondepartiet,agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,21,2428,2
DNK,Denmark,CD,Centre Democrats,Centrumdemokraterne,Centrumdemokraterne,con,Conservative,5.5609,4.8029,4.9307,9.1468,13330,,,506,1105,204,5477,204,21,1324,26
DNK,Denmark,DF,Danish Peoples Party,Dansk Folkeparti,Dansk Folkeparti,right,Right-wing,8.2269,5.7081,7.8954,1.183,13720,69,1208720,,,,5495,215,21,1418,40
DNK,Denmark,DKP,Communist Party of Denmark,Danmarks Kommunistiske Parti,Danmarks Kommunistiske Parti,com,Communist/Socialist,1.0,1.4,3.0,0.4167,13220,,,502,,209,,,21,1239,14
DNK,Denmark,DNSAP,National Socialist Workers' Party of Denmark,Danmarks Nationalsocialistiske Arbejderparti,Danmarks Nationalsocialistiske Arbejderparti,right,Right-wing,8.8,5.9,8.5,2.3,,,,,,,,,21,2432,40
DNK,Denmark,DS,Danish Union,Dansk Samling,Dansk Samling,right,Right-wing,8.8,5.9,8.5,2.3,13953,,,,,,,,21,412,40
DNK,Denmark,DU,Independents Party,De Uafhængige,De Uafhaengige,lib,Liberal,6.0,6.7,3.6,8.7,13421,,,,,,,,21,538,6
DNK,Denmark,EP,Industry Party ,Erhvervspartiet,Erhvervspartiet,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,21,2429,6
DNK,Denmark,En-O,Red-Green Alliance,Enhedslisten – De Rød-Grønne,Enhedslisten -- De Rod-Gronne,com,Communist/Socialist,0.8912,1.2012,1.7524,0.9971,13229,,,,,214,5513,213,21,306,14
DNK,Denmark,FF,People's Party (Faroe Islands),Hin føroyski fólkaflokkurin – radikalt sjálvstýri,Hin foroyski folkaflokkurin -- radikalt sjalvstyri,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,21,2574,26
DNK,Denmark,FK,Common Course,Fælles Kurs,Faelles Kurs,com,Communist/Socialist,1.3,1.4,3.0,3.3,13221,,,,,210,,,21,367,14
DNK,Denmark,Fobe,People's Movement against the EU,Folkebevægelsen mod EU,Folkebevaegelsen mod EU,spec,Special issue,1.835,1.835,3.875,0.0917,,73,1208954,,,,,217,21,749,16
DNK,Denmark,FrP,Progress Party,Fremskridtspartiet,Fremskridtspartiet,lib,Liberal,9.0259,8.8396,6.6509,1.4475,13951,,,510,1109,213,5531,212,21,978,6
DNK,Denmark,GrFa,Greenland and Faroe Islands,Grønland og Færøerne,Gronland og Faeroerne,none,no family,,,,,,,,,,,,,21,1634,12
DNK,Denmark,Gron,Greens,De Gronne,De Gronne,eco,Green/Ecologist,1.1111,2.5,1.8,2.5,,,,,1101,207,,,21,797,19
DNK,Denmark,IA,Community of the People,Inuit Ataqatigiit,Inuit Ataqatigiit,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,21,1891,14
DNK,Denmark,Jf,Social Democratic Party (Faroe Islands),Javnaðarflokkurin,Javnadarflokkurin,soc,Social democracy,3.3,3.5,3.5,8.1,,,,,,,,,21,1894,11
DNK,Denmark,JuBe,June Movement,JuniBevægelsen,JuniBevaegelsen,spec,Special issue,2.585,2.415,3.875,0.5405,,67,1208955,,,,,216,21,1450,16
DNK,Denmark,KF,Conservatives,Konservative,Konservative,con,Conservative,7.2186,7.2931,6.5055,7.7791,13620,66,1208620,509,1107,203,5549,203,21,590,26
DNK,Denmark,KrF,Christian People's Party,Kristeligt Folkeparti,Kristeligt Folkeparti,chr,Christian democracy,5.6982,5.0887,7.0474,5.8301,13520,,,507,1106,211,5567,210,21,1331,3
DNK,Denmark,LC,Liberal Centre,Liberalt Centrum,Liberalt Centrum,lib,Liberal,6.0,6.7,3.6,8.7,13422,,,,,,,,21,1478,6
DNK,Denmark,MV,Moderate Liberals ,Moderate Venstre,Moderate Venstre,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,21,2430,6
DNK,Denmark,NB,The New Right,Nye Borgerlige,Nye Borgerlige,right,Right-wing,8.8,5.9,8.5,2.3,,,,,,,,,21,2781,40
DNK,Denmark,NLA,New-Liberal Alliance,Ny-Liberal Alliance,Ny-Liberal Alliance,lib,Liberal,6.0,6.7,3.6,8.7,,72,1208421,,,,,218,21,376,6
DNK,Denmark,NS,National Cooperation ,National Samvirke,National Samvirke,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,21,2431,26
DNK,Denmark,RF,Justice Party,Retsforbund,Retsforbund,lib,Liberal,6.0,6.7,3.6,0.2333,13952,,,,,205,,,21,1606,6
DNK,Denmark,RV,Danish Social Liberal Party,Det Radikale Venstre,Det Radikale Venstre,lib,Liberal,4.8736,5.318,2.3903,7.8594,13410,68,1208410,505,1104,202,5585,202,21,211,6
DNK,Denmark,SF,Socialist Peoples Party,Socialistisk Folkeparti,Socialistisk Folkeparti,eco,Green/Ecologist,2.1347,2.1035,2.1476,3.5917,13230,70,1208230,503,1102,206,5621,206,21,1644,19
DNK,Denmark,SK,Hard Line,Stram Kurs,Stram Kurs,right,Right-wing,8.8,5.9,8.5,2.3,,,,,,,,,21,2782,40
DNK,Denmark,SP,Schleswig Party,Slesvigsk Parti,Slesvigsk Parti,spec,Special issue,,,,,,,,,,,,,21,812,16
DNK,Denmark,Sbf,Union Party (Faroe Islands),Sambandsflokkurin,Sambandsflokkurin,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,21,1892,26
DNK,Denmark,Sd,Social Democrats,Socialdemokraterne,Socialdemokraterne,soc,Social democracy,3.8011,3.5292,4.2722,7.4311,13320,64,1208320,504,1103,201,5603,201,21,1629,11
DNK,Denmark,Si,Forward (Greenland),Siumut,Siumut,soc,Social democracy,3.3,3.5,3.5,8.1,,,,,,,,,21,74,11
DNK,Denmark,T,Republic (Faroe Islands),Tjóðveldi,Tjodveldi,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,21,2568,14
DNK,Denmark,V,Liberal Party,Venstre,Venstre,lib,Liberal,7.292,7.3696,4.9957,9.0268,13420,65,1208420,508,1108,212,5639,211,21,1605,6
DNK,Denmark,VS,Left Socialists,Venstresocialisterne,Venstresocialisterne,com,Communist/Socialist,0.8,1.4,3.0,0.7333,13210,,,501,,215,,,21,189,14
DNK,Denmark,etc,others,others,others,none,no family,,,,,,,,,,,,,21,2576,12
DNK,Denmark,no-seat,no seat,no seat,no seat,none,no family,,,,,,,,,,,,,21,2058,12
DNK,Denmark,none,no party affiliation,ingen,ingen,none,no family,,,,,,,,,,,,,21,1128,12
ESP,Spain,AIC,Canary Islands Group,Agrupacion Independientes de Canarias,Agrupacion Independientes de Canarias,spec,Special issue,,,,,,,,,,,,,27,411,16
ESP,Spain,AP-P,People's Alliance-Party,Alianza-Partido Popular,Alianza-Partido Popular,con,Conservative,7.5969,7.619,7.8127,7.7368,33610,274,1724610,1412,3608,502,7800,502,27,645,26
ESP,Spain,ARM,Ruiz-Mateos List,Agrupación Ruiz-Mateos,Agrupacion Ruiz-Mateos,spec,Special issue,,,,,,,,,,,,,27,73,16
ESP,Spain,BNG,Galician Nationalist Bloc,Bloque Nacionalista Galego,Bloque Nacionalista Galego,spec,Special issue,2.9117,2.81,2.9378,6.6096,33908,356,1724908,,,514,,513,27,520,16
ESP,Spain,Bai,Yes,Bai,Bai,spec,Special issue,,,,,,,1724923,,,,,,27,385,16
ESP,Spain,C-NE,European-Nationalist Coalition,Coalicion Nacionalista-Europea,Coalicion Nacionalista-Europea,spec,Special issue,,,,,,,,,,,,,27,2172,16
ESP,Spain,CA,Aragonese Council,Chunta Aragonesista,Chunta Aragonesista,spec,Special issue,2.75,2.38,1.88,6.6667,,,,,,,,520,27,1367,16
ESP,Spain,CC,Canary Coalition,Coalición Canaria,Coalicion Canaria,spec,Special issue,5.9789,5.9,5.7694,8.0278,33907,392,1724907,,,,,517,27,234,16
ESP,Spain,CDC|JxCat,Democratic Convergence | Together for Catalonia,Convergència Democràtica | Junts per Catalunya,Convergencia Democratica | Junts per Catalunya,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,27,2605,26
ESP,Spain,CDS,Democratic and Social Centre,Centró Democrático y Social,Centro Democratico y Social,chr,Christian democracy,6.2,5.7,7.1,9.7167,33512,,,,,503,,,27,637,3
ESP,Spain,CEP,For the Europe of the Peoples,Coalición por la Europa de los Pueblos,Coalicion por la Europa de los Pueblos,spec,Special issue,,,,,,,,,,,,521,27,771,16
ESP,Spain,CUP,Popular Unity Candidacy,Candidatura d'Unitat Popular,Candidatura d'Unitat Popular,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,27,2792,14
ESP,Spain,CV,Confederation of the Greens,Confederación de los Verdes,Confederacion de los Verdes,eco,Green/Ecologist,2.5,2.5,1.8,6.5,,,,,,,,,27,2325,19
ESP,Spain,CiU,Convergence and Union,Convergència i Unió,Convergencia i Unio,con,Conservative,6.2564,6.3998,6.1104,8.7309,33611,357,1724007,1408,3607,505,7740,505,27,894,26
ESP,Spain,Cs,Citizens -- Party of the Citizenry,Ciudadanos – Partido de la Ciudadanía,Ciudadanos -- Partido de la Ciudadania,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,27,2375,6
ESP,Spain,C|AV,Compromise | A la valenciana,Compromís | A la valenciana,Compromis | A la valenciana,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,27,2607,14
ESP,Spain,EA,Basque Solidarity,Eusko Alkartasuna,Eusko Alkartasuna,spec,Special issue,4.3115,4.7873,4.555,7.4841,33903,,1724903,,3604,507,,507,27,845,16
ESP,Spain,ECP,In Common We Can,En Comú Podem,En Comu Podem,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,27,2606,14
ESP,Spain,EDC,Electoral Coalition of Christian Democratic Team,Coalición Electoral Equipo de la Democracia Cristiana,Coalicion Electoral Equipo de la Democracia Cristiana,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,27,2084,3
ESP,Spain,EE,Basque Left,Euzkadiko Ezkerra,Euzkadiko Ezkerra,com,Communist/Socialist,2.4,1.4,3.0,7.2167,33901,,,1403,,509,,,27,1026,14
ESP,Spain,EHB,Basque Country Unite,Euskal Herria Bildu,Euskal Herria Bildu,spec,Special issue,,,,,,,,,,,,,27,2603,16
ESP,Spain,EM|GCE,En Masse | Common Group of the Left,En Marea | Grupo Común da Esquerda,En Marea | Grupo Comun da Esquerda,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,27,2604,14
ESP,Spain,EP-V,Europe of the People -- The Greens,Europa de los Pueblos – Verdes,Europa de los Pueblos -- Verdes,eco,Green/Ecologist,2.5,2.5,1.8,6.5,,,,,,,,522,27,1657,19
ESP,Spain,ERC,Republican Left of Catalonia,Esquerra Republicana de Catalunya,Esquerra Republicana de Catalunya,spec,Special issue,3.1072,2.9073,2.7325,7.0389,33905,270,1724905,1406,,511,,511,27,757,16
ESP,Spain,Equo,Equo,Equo,Equo,eco,Green/Ecologist,2.5,2.5,1.8,6.5,,,,,,,,,27,2804,19
ESP,Spain,HB,United People,Herri Batasuna,Herri Batasuna,spec,Special issue,0.5909,1.8,4.3889,3.25,,,,1401,3601,508,,508,27,1317,16
ESP,Spain,ICV,Initiative for Catalonia Greens,Iniciativa per Catalunya Verds,Iniciativa per Catalunya Verds,eco,Green/Ecologist,2.5,2.5,1.8,6.5,,,,,,,,,27,2330,19
ESP,Spain,II-SP,Internationalist Initiative -- Solidarity between Peoples,Iniciativa Internacionalista – La Solidaridad entre los Pueblos,Iniciativa Internacionalista -- La Solidaridad entre los Pueblos,spec,Special issue,,,,,,,,,,,,,27,681,16
ESP,Spain,IP,Left of the Peoples,Izquierda de los Pueblos,Izquierda de los Pueblos,spec,Special issue,,,,,,,,,,,,,27,121,16
ESP,Spain,LVE,Greens Ecologists,Los Verdes Ecologistas,Los Verdes Ecologistas,eco,Green/Ecologist,2.5,2.5,1.8,6.5,,,,,,,,,27,2301,19
ESP,Spain,NA+,Sum Navarre,Navarra Suma,Navarra Suma,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,27,2723,26
ESP,Spain,P,We Can,Podemos,Podemos,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,27,2376,14
ESP,Spain,PA,Andalusian Party,Partidu Andalucista,Partidu Andalucista,soc,Social democracy,4.85,4.86,4.43,8.725,33906,,,1407,,517,,516,27,370,11
ESP,Spain,PACMA,Animalist Party Against Mistreatment to Animals,Partido Animalista Contra el Maltrato Animal,Partido Animalista Contra el Maltrato Animal,spec,Special issue,,,,,,,,,,,,,27,2381,16
ESP,Spain,PAR,Aragonese Regionalist Party,Partido Aragonés Regionalista,Partido Aragones Regionalista,spec,Special issue,7.1909,6.2727,5.9583,8.75,33904,,,1411,,510,,510,27,1221,16
ESP,Spain,PCE|IU,Communist Party | United Left,Partido Communista | Izquierda Unida,Partido Communista | Izquierda Unida,com,Communist/Socialist,2.0183,1.8937,1.7351,5.2186,33220,273,1724220,1404,3602,504,7760,504,27,118,14
ESP,Spain,PDP,Popular Democratic Party,Partido Demócrata Popular,Partido Democrata Popular,lib,Liberal,5.9944,6.7,3.6,8.7,33438,,,1410,3605,,,,27,1224,6
ESP,Spain,PL,Liberal Party,Partido Liberal,Partido Liberal,lib,Liberal,6.0,6.7,3.6,8.7,33439,,,,,,,,27,424,6
ESP,Spain,PNV,Basque Nationalist Party,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Partido Nacionalista Vasco -- Euzko Alderdi Jeltzalea,chr,Christian democracy,6.2144,5.7468,6.5139,7.8556,33902,358,1724902,1409,3606,506,7780,506,27,1361,3
ESP,Spain,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Español,Partido Socialista Obrero Espanol,soc,Social democracy,3.7377,4.0098,3.0399,9.129,33320,275,1724320,1405,3603,501,7820,501,27,902,11
ESP,Spain,PSP,People's Socialist Party,Partido Socialista Popular,Partido Socialista Popular,com,Communist/Socialist,4.2083,4.2273,3.7083,9.1667,,,,,,,,519,27,1790,14
ESP,Spain,PTE,Party of Labour of Spain,Partido del Trabajo de España,Partido del Trabajo de Espana,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,27,2227,14
ESP,Spain,PTE-UC,Workers' Party of Spain -- Communist Unity,Partido de los Trabajadores de España-Unidad Comunista,Partido de los Trabajadores de Espana -- Unidad Comunista,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,27,2028,14
ESP,Spain,UCD,Union of the Democratic Centre,Unión de Centro Democrático,Union de Centro Democratico,lib,Liberal,7.1,6.7,3.6,8.7,33430,,,1410,,,,,27,135,6
ESP,Spain,UCDCC,Union of Centre and Christian Democracy of Catalonia,Unió del Centre i la Democràcia Cristiana de Catalunya,Unio del Centre i la Democracia Cristiana de Catalunya,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,27,62,3
ESP,Spain,UN,National Union,Unión Nacional,Union National,right,Right-wing,9.8,5.9,8.5,2.3,,,,1413,,,,,27,1407,40
ESP,Spain,UP,United We Can,Unidas Podemos,Unidas Podemos,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,27,2724,14
ESP,Spain,UPyD,"Union, Progress and Democracy",Unión Progreso y Democracia,Union Progreso y Democracia,lib,Liberal,6.0,6.7,3.6,8.7,,276,1724010,,,,,523,27,551,6
ESP,Spain,UV,Valencian Union,Union Valenciana,Union Valenciana,spec,Special issue,6.0417,5.7273,5.875,8.8769,,,,,,512,,512,27,443,16
ESP,Spain,Vox,Voice,Vox,Vox,right,Right-wing,8.8,5.9,8.5,2.3,,,,,,,,,27,2380,40
ESP,Spain,etc,others,others,others,none,no family,,,,,,,,,,,,,27,1377,12
ESP,Spain,no-seat,no seat,no seat,no seat,none,no family,,,,,,,,,,,,,27,2056,12
ESP,Spain,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,,,,,,,27,1166,12
ESP,Spain,one-seat,one seat,one seat,one seat,none,no family,,,,,,,,,,,,,27,2294,12
ESP,Spain,todo,to be coded,to be coded,to be coded,none,no family,,,,,,,,,,,,,27,490,12
EST,Estonia,E200,Estonia 200,Erakond Eesti 200,Erakond Eesti 200,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,75,2720,6
EST,Estonia,EEE,Estonian Entrepreneur Party,Eesti Ettevõtjate Erakond,Eesti Ettevotjate Erakond,lib,Liberal,8.3333,6.7,3.6,8.7,,,,,1211,,,,75,1516,6
EST,Estonia,EER,Estonian Greens,Erakond Eestimaa Rohelised,Erakond Eestimaa Rohelised,eco,Green/Ecologist,2.5,2.5,1.8,6.5,,79,1233100,,,,,2207,75,219,19
EST,Estonia,EER-91,Estonian Greens -- 1991,Eesti Rohelised – 1991,Eesti Rohelised -- 1991,eco,Green/Ecologist,5.5556,2.5,1.8,6.5,,,,,1206,,,,75,2631,19
EST,Estonia,EK,Estonian Centre Party,Eesti Keskerakond,Eesti Keskerakond,soc,Social democracy,3.9562,3.6421,4.9947,5.0118,83411,75,1233411,,1204,,1716,2202,75,1137,11
EST,Estonia,EKD,Estonian Christian Democrats,Eesti Kristlikud Demokraadid,Eesti Kristlikud Demokraadid,chr,Christian democracy,7.5789,4.7368,9.7895,1.0526,,76,,,,,1612,,75,609,3
EST,Estonia,EKK,Estonian Coalition Party,Eesti Koonderakond,Eesti Koonderakond,lib,Liberal,7.2222,6.7,3.6,8.7,83713,,,,1209,,,,75,486,6
EST,Estonia,EKo,Estonian Citizens,Eesti Kodanik,Eesti Kodanik,right,Right-wing,8.8,5.9,8.5,2.3,83712,,,,,,,,75,1064,40
EST,Estonia,ELE,Richness of Life,Elurikkuse Erakond,Elurikkuse Erakond,eco,Green/Ecologist,2.5,2.5,1.8,6.5,,,,,,,,,75,2721,19
EST,Estonia,EM,Estonian Country Union,Eesti Maaliit,Eesti Maaliit,agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,75,2403,2
EST,Estonia,EMK,Estonian Rural Centre Party,Eesti Maa-Keskerakond,Eesti Maa-Keskerakond,agr,Agrarian,5.5556,4.9,6.5,5.4,,,,,1207,,,,75,1257,2
EST,Estonia,EPL,Estonian Pensioners' Union,Eesti Pensionaride Liit,Eesti Pensionaride Liit,spec,Special issue,,,,,,,,,,,,,75,1792,16
EST,Estonia,EPPE,Estonian Party of Pensioners and Families,Eesti Pensionäride ja Perede Erakond,Eesti Pensionaride ja Perede Erakond,agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,75,2402,2
EST,Estonia,ERP,Res Publica Party,Erakond Res Publica,Erakond Res Publica,con,Conservative,8.4962,8.2456,6.1053,9.2632,83611,,,,,,1820,,75,428,26
EST,Estonia,ERSP,Estonian National Independence Party,Eesti Rahvusliku Sõltumatuse Partei,Eesti Rahvusliku Soltumatuse Partei,con,Conservative,7.7778,6.4,7.0,7.9,83711,,,,1210,,,,75,552,26
EST,Estonia,ERa/EKR,People's Union of Estonia / Conservative People's Party,Eestimaa Rahvalliit / Eesti Konservatiivne Rahvaerakond,Eestimaa Rahvalliit / Eesti Konservatiivne Rahvaerakond,con,Conservative,4.5812,4.8509,6.9474,6.0627,83612,78,1233612,,,,1768,2206,75,417,26
EST,Estonia,ERe,Estonian Reform Party,Eesti Reformierakond,Eesti Reformierakond,lib,Liberal,7.8969,8.6246,5.2737,8.5715,83430,82,1233430,,1208,,1794,2203,75,113,6
EST,Estonia,ESE-D,Estonian Blue Party -- Democrats,Eesti Sinine Erakond – Demokraadid,Eesti Sinine Erakond -- Demokraadid,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,75,2267,6
EST,Estonia,ETE,Estonian Farmers Party,Eesti Talurahva Erakond,Eesti Talurahva Erakond,agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,75,1796,2
EST,Estonia,EV,Free Party,Eesti Vabaerakond,Eesti Vabaerakond,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,75,2409,26
EST,Estonia,EVP,Estonian Left Party,Eesti Vasakpartei,Eesti Vasakpartei,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,75,2416,14
EST,Estonia,I,Pro Patria Union,Isamaaliit,Isamaaliit,con,Conservative,7.6169,6.414,7.3789,8.5189,83710,,,,1212,,1690,2201,75,846,26
EST,Estonia,I-DK,Independent -- Dimitri Klenski,Independent – Dimitri Klenski,Independent -- Dimitri Klenski,none,no family,,,,,,,,,,,,,75,2031,12
EST,Estonia,I-IT,Independent -- Indrek Tarand,Independent – Indrek Tarand,Independent -- Indrek Tarand,none,no family,,,,,,,,,,,,,75,2029,12
EST,Estonia,I-MH,Independent -- Martin Helme,Independent – Martin Helme,Independent -- Martin Helme,none,no family,,,,,,,,,,,,,75,2030,12
EST,Estonia,I-RK,Independent -- Raimond Kaljulaid,Independent – Raimond Kaljulaid,Independent -- Raimond Kaljulaid,none,no family,,,,,,,,,,,,,75,2738,12
